Wall time,Step,Value
1684705453.6604512,1,6.993839263916016
1684705454.8766003,2,7.483148097991943
1684705456.09432,3,8.029426574707031
1684705457.311587,4,9.151200294494629
1684705458.524897,5,10.806366920471191
1684705459.745766,6,12.124361038208008
1684705460.9424837,7,8.05630111694336
1684705462.1394267,8,8.036985397338867
1684705463.3641505,9,9.342901229858398
1684705464.534571,10,10.704620361328125
1684705465.7081404,11,9.584137916564941
1684705466.8829134,12,11.282630920410156
1684705468.0528243,13,11.40357494354248
1684705469.2216187,14,9.47293758392334
1684705470.4208949,15,9.624654769897461
1684705471.5922103,16,10.406513214111328
1684705472.7664168,17,9.727788925170898
1684705473.9325614,18,8.891776084899902
1684705475.0991678,19,9.929815292358398
1684705476.270588,20,9.42972469329834
1684705477.5028732,21,10.694829940795898
1684705478.6950781,22,13.052523612976074
1684705479.8828065,23,10.271215438842773
1684705481.1503782,24,12.937214851379395
1684705482.3528466,25,8.926135063171387
1684705483.6398537,26,11.438018798828125
1684705484.9492316,27,12.698288917541504
1684705486.2667284,28,11.562177658081055
1684705487.495083,29,12.295926094055176
1684705488.8030097,30,11.558717727661133
1684705490.1287162,31,12.347536087036133
1684705491.4235375,32,13.00046443939209
1684705492.6898937,33,13.575480461120605
1684705493.8818343,34,12.05136489868164
1684705495.0562286,35,13.242390632629395
1684705496.2182782,36,14.441235542297363
1684705497.3880215,37,13.8068208694458
1684705498.604708,38,14.772332191467285
1684705499.8485966,39,14.739924430847168
1684705501.1232429,40,14.810746192932129
1684705502.40891,41,14.940299034118652
1684705503.716881,42,15.53803539276123
1684705505.074955,43,14.289731979370117
1684705506.3143156,44,15.847424507141113
1684705507.583376,45,16.52569007873535
1684705508.7642522,46,15.072729110717773
1684705509.9551775,47,14.248115539550781
1684705511.25654,48,15.608209609985352
1684705512.4583108,49,14.071996688842773
1684705513.6951404,50,15.500499725341797
1684705514.9128137,51,15.449292182922363
1684705516.130632,52,15.67046070098877
1684705517.358503,53,15.755620002746582
1684705518.5797591,54,17.644737243652344
1684705519.928706,55,16.785850524902344
1684705521.163146,56,16.26626205444336
1684705522.3423512,57,17.212331771850586
1684705523.5283785,58,17.4283390045166
1684705524.7429216,59,17.29805564880371
1684705525.9399133,60,16.768112182617188
1684705527.1323564,61,16.93337631225586
1684705528.3412213,62,18.622194290161133
1684705529.5239964,63,17.91710662841797
1684705530.6992216,64,18.36885643005371
1684705531.8780658,65,17.38401985168457
1684705533.0514653,66,16.8000431060791
1684705534.2158735,67,17.012189865112305
1684705535.3809032,68,17.985048294067383
1684705536.597186,69,17.31401824951172
1684705537.8109164,70,17.424320220947266
1684705539.0027368,71,17.99013900756836
1684705540.1773605,72,18.222976684570312
1684705541.4833474,73,17.493709564208984
1684705542.673225,74,19.405406951904297
1684705543.9065998,75,17.029319763183594
1684705545.0789413,76,18.08057403564453
1684705546.2845912,77,17.343053817749023
1684705547.470644,78,18.587772369384766
1684705548.6586754,79,18.392894744873047
1684705549.8393312,80,18.499740600585938
1684705551.023982,81,18.348012924194336
1684705552.2201107,82,18.703166961669922
1684705553.4525433,83,17.373014450073242
1684705554.73787,84,19.148128509521484
1684705556.064897,85,19.671157836914062
1684705557.2650201,86,18.17059898376465
1684705558.4580152,87,19.137531280517578
1684705559.637117,88,17.4136905670166
1684705560.8447554,89,18.025178909301758
1684705562.0279367,90,19.01435661315918
1684705563.208317,91,18.27079200744629
1684705564.4015079,92,17.55372428894043
1684705565.6052504,93,17.947364807128906
1684705566.8253107,94,18.37578010559082
1684705568.030999,95,18.186058044433594
1684705569.2005904,96,20.247648239135742
1684705570.385226,97,17.775543212890625
1684705571.68459,98,17.464962005615234
1684705572.8643022,99,18.212093353271484
1684705574.0451574,100,17.589452743530273
1684705575.2225804,101,18.631671905517578
1684705576.3975198,102,18.680522918701172
1684705577.576401,103,17.369216918945312
1684705578.8073773,104,18.11737823486328
1684705580.090318,105,18.067337036132812
1684705581.3041573,106,18.005718231201172
1684705582.4830234,107,19.653902053833008
1684705583.658973,108,18.485355377197266
1684705584.833084,109,18.80973243713379
1684705586.0088172,110,20.57969856262207
1684705587.1855578,111,16.281898498535156
1684705588.4179645,112,16.843935012817383
1684705589.592772,113,17.90888023376465
1684705590.774165,114,18.501771926879883
1684705592.0923855,115,19.988243103027344
1684705593.4078794,116,17.694530487060547
1684705594.7433357,117,19.065046310424805
1684705595.9187443,118,16.660491943359375
1684705597.1376858,119,17.98709487915039
1684705598.452395,120,19.13509178161621
1684705599.6435,121,18.641849517822266
1684705600.9661496,122,19.476367950439453
1684705602.2804163,123,19.226680755615234
1684705603.4984274,124,19.18718910217285
1684705604.8225074,125,17.837966918945312
1684705606.131289,126,18.524877548217773
1684705607.3370442,127,19.558208465576172
1684705608.6120088,128,19.95045280456543
1684705609.9208407,129,19.180973052978516
1684705611.1008472,130,19.486528396606445
1684705612.274181,131,18.570335388183594
1684705613.4502552,132,19.625194549560547
1684705614.7175462,133,18.980449676513672
1684705616.021289,134,19.851287841796875
1684705617.208015,135,21.01681137084961
1684705618.3777704,136,20.46421241760254
1684705619.564807,137,18.876956939697266
1684705620.7421937,138,18.642436981201172
1684705621.9157064,139,19.17405128479004
1684705623.086767,140,19.36928367614746
1684705624.2591727,141,18.373334884643555
1684705625.4324222,142,19.832223892211914
1684705626.6457088,143,19.192188262939453
1684705627.8361294,144,20.177738189697266
1684705629.0234554,145,19.761611938476562
1684705630.2201235,146,18.175893783569336
1684705631.5530837,147,18.53444480895996
1684705632.7589512,148,19.19685173034668
1684705633.948992,149,21.050586700439453
1684705635.1390636,150,19.893943786621094
1684705636.3357854,151,20.24787139892578
1684705637.5285344,152,18.74454116821289
1684705638.719643,153,20.254688262939453
1684705640.0617647,154,19.195436477661133
1684705641.235919,155,18.7017822265625
1684705642.4064307,156,18.820180892944336
1684705643.5840583,157,20.110034942626953
1684705644.754132,158,19.788328170776367
1684705645.9650586,159,20.439069747924805
1684705647.193959,160,19.644197463989258
1684705648.370768,161,18.866432189941406
1684705649.534075,162,20.127599716186523
1684705650.7111688,163,20.65077018737793
1684705651.9088912,164,20.980974197387695
1684705653.1002643,165,19.742639541625977
1684705654.3041267,166,20.578857421875
1684705655.4934657,167,18.853252410888672
1684705656.6651802,168,19.68729591369629
1684705657.8281279,169,18.85927963256836
1684705658.9957836,170,19.325519561767578
1684705660.1689153,171,19.626005172729492
1684705661.4430609,172,19.938138961791992
1684705662.621166,173,20.24887466430664
1684705663.8000133,174,19.707744598388672
1684705664.993819,175,19.15826416015625
1684705666.2022274,176,20.123455047607422
1684705667.389103,177,21.441343307495117
1684705668.5615585,178,19.681386947631836
1684705669.732744,179,19.582502365112305
1684705670.9019873,180,21.26009750366211
1684705672.071188,181,19.672653198242188
1684705673.241226,182,19.88188934326172
1684705674.4166634,183,19.697938919067383
1684705675.5906847,184,19.06365203857422
1684705676.7669053,185,20.096837997436523
1684705677.9452941,186,18.923492431640625
1684705679.1147482,187,18.92243194580078
1684705680.2824192,188,20.936538696289062
1684705681.4530537,189,19.832056045532227
1684705682.6230617,190,19.681886672973633
1684705683.7906804,191,20.684612274169922
1684705684.9596357,192,20.459835052490234
1684705686.124147,193,20.3947696685791
1684705687.2902768,194,19.881717681884766
1684705688.454178,195,18.80235481262207
1684705689.6226366,196,20.549053192138672
1684705690.8444595,197,20.591096878051758
1684705692.0158966,198,19.166709899902344
1684705693.1783543,199,22.566974639892578
1684705694.3407462,200,21.063417434692383
1684705695.5036457,201,18.937454223632812
1684705696.6774867,202,19.321428298950195
1684705697.8570502,203,19.497114181518555
1684705699.0307176,204,20.496814727783203
1684705700.2063754,205,21.193035125732422
1684705701.3791022,206,19.74461555480957
1684705702.552241,207,19.347631454467773
1684705703.7167678,208,19.97182273864746
1684705704.8891888,209,20.223684310913086
1684705706.0520732,210,20.284982681274414
1684705707.2184916,211,19.4005069732666
1684705708.384895,212,19.75824546813965
1684705709.5586283,213,19.894140243530273
1684705710.740184,214,19.960107803344727
1684705711.9115798,215,20.5372257232666
1684705713.1168118,216,19.50228500366211
1684705714.3130252,217,18.90926742553711
1684705715.5017483,218,20.108497619628906
1684705716.676082,219,20.568138122558594
1684705717.845073,220,20.638486862182617
1684705719.019989,221,19.827411651611328
1684705720.1861482,222,19.177576065063477
1684705721.4722497,223,19.752182006835938
1684705722.6450565,224,21.06919288635254
1684705723.8190312,225,19.322771072387695
1684705724.9912565,226,19.596216201782227
1684705726.160025,227,19.396825790405273
1684705727.3319185,228,19.905317306518555
1684705728.5038776,229,20.708698272705078
1684705729.7076867,230,21.23894500732422
1684705730.9085534,231,20.512521743774414
1684705732.1424901,232,20.244260787963867
1684705733.366577,233,20.184003829956055
1684705734.5644195,234,22.135135650634766
1684705735.736117,235,21.413660049438477
1684705736.9071167,236,21.246652603149414
1684705738.0765917,237,20.271852493286133
1684705739.2433736,238,20.604097366333008
1684705740.415679,239,19.479005813598633
1684705741.594922,240,19.812124252319336
1684705742.7803392,241,20.110694885253906
1684705743.9874284,242,20.065004348754883
1684705745.1601427,243,22.0118408203125
1684705746.3243608,244,21.026521682739258
1684705747.4952512,245,22.013362884521484
1684705748.6812398,246,20.871173858642578
1684705749.8885152,247,20.861928939819336
1684705751.1673787,248,22.0854434967041
1684705752.3766828,249,21.378000259399414
1684705753.5972846,250,20.692127227783203
1684705754.8201067,251,20.46328353881836
1684705756.0011363,252,19.860681533813477
1684705757.1888983,253,22.250295639038086
1684705758.371569,254,20.176677703857422
1684705759.5544145,255,20.281005859375
1684705760.7853057,256,21.88419532775879
1684705761.978764,257,21.22801399230957
1684705763.1732657,258,21.317636489868164
1684705764.3619246,259,21.685293197631836
1684705765.5362768,260,20.228609085083008
1684705766.7080364,261,21.891054153442383
1684705767.8799918,262,20.53883934020996
1684705769.0509002,263,22.34651756286621
1684705770.2428074,264,20.085529327392578
1684705771.4192152,265,20.731571197509766
1684705772.5977478,266,20.938756942749023
1684705773.7844222,267,21.05314064025879
1684705774.962218,268,21.773225784301758
1684705776.1384797,269,20.3181209564209
1684705777.3184848,270,22.59805679321289
1684705778.4954069,271,20.86920928955078
1684705779.670162,272,21.34686279296875
1684705780.9083567,273,22.048572540283203
1684705782.1173759,274,21.194156646728516
1684705783.3340266,275,21.56174087524414
1684705784.4991288,276,20.66883087158203
1684705785.6662974,277,22.100454330444336
1684705786.834399,278,20.823036193847656
1684705788.0083377,279,20.395187377929688
1684705789.1751468,280,21.296167373657227
1684705790.3516648,281,21.511140823364258
1684705791.5202334,282,20.673429489135742
1684705792.6844473,283,20.81486701965332
1684705793.8644037,284,21.017690658569336
